Unnamed: 0,CHANGE_COMPONENT_ENABLED_STATE,DISABLE_KEYGUARD,KILL_BACKGROUND_PROCESSES,STATUS_BAR,WRITE_HISTORY_BOOKMARKS,CONTROL_LOCATION_UPDATES,DEVICE_POWER,EXPAND_STATUS_BAR,FLASHLIGHT,READ_USER_DICTIONARY,SET_ORIENTATION,SET_TIME,WRITE_USER_DICTIONARY,class
41037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61468,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127435,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134752,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55473,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42363,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57922,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69456,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63144,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136313,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126301,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153498,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46766,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113127,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61892,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135043,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124754,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80749,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22997,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107510,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87651,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9734,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87282,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99689,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6856,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11126,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152396,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96647,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53413,0,0,0,0,0,0,1,0,0,0,0,0,0,1
149410,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53077,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10016,0,0,0,0,0,0,0,0,1,0,0,0,0,1
143641,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159452,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161650,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13146,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46078,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24464,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8646,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105475,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130332,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101959,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90475,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27557,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119121,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29372,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39232,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149881,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16281,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25476,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91181,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79191,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119046,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112957,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47434,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123693,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142588,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117851,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162767,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155802,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15843,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107735,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84942,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84474,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,0,1,0,0,0,0,0,0,0,0,0,0,0,1
146924,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32776,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31583,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18781,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148078,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52047,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120143,0,0,0,0,1,0,0,0,0,0,0,0,0,1
143869,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71920,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39283,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78913,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126453,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127710,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160169,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54338,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126907,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99768,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32655,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141713,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112524,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78156,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40920,0,0,0,0,1,0,0,0,0,0,0,0,0,1
111656,0,0,0,0,1,0,0,0,0,0,0,0,0,1
92452,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124393,0,0,0,0,1,0,0,0,0,0,0,0,0,1
130811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10889,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149638,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24433,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39558,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150782,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128599,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47173,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80692,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160988,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159329,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52766,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110560,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86806,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31939,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24440,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102086,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47228,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19322,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33835,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57888,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37822,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49105,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105809,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94295,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20711,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139564,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120263,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15439,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55229,0,0,0,0,1,0,0,0,0,0,0,0,0,1
79041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125844,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76559,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74867,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142761,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121062,0,0,0,0,1,0,0,0,1,0,0,0,0,1
143148,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2589,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60141,0,1,0,0,0,0,0,0,1,0,0,0,0,1
46291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125807,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161833,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102829,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106193,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97844,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131603,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98341,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90913,0,0,0,0,1,0,0,0,0,0,0,0,0,1
161193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32067,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42128,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64975,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144631,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44171,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64025,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92531,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89078,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98792,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25223,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97412,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90711,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115040,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96822,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78576,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26783,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37453,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23635,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41621,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141353,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47144,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57064,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138485,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146858,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80061,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16206,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48357,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75835,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96936,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57976,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134528,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137106,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67620,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116682,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43863,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15359,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82197,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41773,0,0,1,0,0,0,0,0,0,0,0,0,0,1
149185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18954,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8949,0,0,0,0,0,0,0,0,0,1,0,0,1,0
71934,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81903,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45856,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36760,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3803,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158778,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4512,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16172,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33625,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162414,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110795,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129168,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128365,1,0,0,0,0,0,0,0,0,0,0,0,0,1
160230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21252,0,0,0,0,0,0,0,0,1,0,0,0,0,1
108274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48142,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44007,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47721,0,0,0,0,1,0,0,0,0,0,0,0,0,1
161475,0,0,0,0,1,0,0,0,0,0,0,0,0,1
132885,0,0,0,0,1,0,0,0,1,0,0,0,0,0
149918,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130129,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102945,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135687,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66373,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34625,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92379,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79882,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160290,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85197,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135481,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42568,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118395,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56608,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56656,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5011,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146217,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63452,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15910,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160946,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43734,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88983,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19678,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10722,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93955,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142307,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85152,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98454,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28746,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129864,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111852,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54280,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129784,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153995,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100337,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120497,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105656,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136321,0,0,0,0,1,0,0,0,1,0,0,0,0,1
137948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39205,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147089,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121029,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102164,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39573,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122613,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71024,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24493,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152906,0,0,0,0,1,0,0,0,0,0,0,0,0,1
92152,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156350,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31201,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76283,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45854,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50188,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159861,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39509,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29073,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99637,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80216,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89846,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
